Row ID,Order Date,Sales,Profit,Customer Name,Zip Code,Product Category
30,12/27/2010,1315.74,260.87,Brad Thomas,90805,Office Supplies
31,4/6/2011,310.52,33.22,Penelope Sewall,33023,Office Supplies
32,6/17/2009,184.86,-33.95,Bart Folk,91945,Furniture
33,6/17/2009,267.85,-65.43,Bart Folk,91945,Office Supplies
34,6/17/2009,528.50,-149.92,Bart Folk,91945,Office Supplies
35,5/24/2011,126.58,18.27,Karen Ferguson,11741,Office Supplies
36,5/24/2011,23.70,-8.97,Karen Ferguson,11741,Office Supplies
37,12/28/2010,586.11,98.44,Matt Abelman,55434,Furniture
38,12/28/2010,599.10,3.82,Peter Fuller,30318,Office Supplies
39,10/26/2010,2029.75,320.37,Erin Creighton,76028,Office Supplies
40,10/26/2010,1118.40,-212.33,Erin Creighton,76028,Technology
41,9/28/2009,689.74,-490.84,Sean Braxton,33021,Office Supplies
42,12/28/2010,154.35,-91.14,Liz Willingham,04210,Office Supplies
43,12/28/2010,201.36,-284.40,Liz Willingham,04011,Office Supplies
44,12/28/2010,216.77,-55.11,Liz Willingham,03051,Office Supplies
45,6/28/2010,5677.61,1680.79,Sonia Sunley,67846,Technology
46,5/16/2009,136.77,-136.25,Paul Lucas,95616,Office Supplies
47,1/5/2009,188.73,-32.48,Dorris Love,11729,Office Supplies
48,1/12/2012,412.62,175.54,Valerie Takahito,29687,Office Supplies
49,10/1/2012,10123.02,457.81,Barry French,60477,Office Supplies
50,10/1/2012,244.57,46.71,Barry French,60477,Office Supplies
51,7/15/2010,6375.28,489.02,Sanjit Chand,50322,Office Supplies
52,3/18/2012,2634.86,257.76,Giulietta Weimer,48101,Technology
53,3/18/2012,281.00,-291.59,Giulietta Weimer,48104,Office Supplies
54,3/25/2009,108.09,25.76,Dario Medina,85254,Office Supplies
55,3/25/2009,55.34,-31.24,Dario Medina,85254,Office Supplies
56,3/19/2012,3872.63,667.33,Frank Gastineau,27237,Technology
57,10/16/2010,884.13,-178.71,Craig Yedwab,04073,Technology
58,6/3/2011,218.27,-44.14,Michelle Tran,21044,Office Supplies
59,6/3/2011,100.95,-21.30,Michelle Tran,21114,Office Supplies
60,12/30/2010,46.94,3.88,Dean Percer,94061,Office Supplies
61,6/13/2009,1239.63,-172.55,Henry MacAllister,77840,Technology
62,9/19/2010,1640.90,-1348.06,Ricardo Block,83501,Furniture
63,9/19/2010,1235.87,269.27,Ricardo Block,83501,Technology
64,12/18/2009,3659.66,-500.38,Cari Sayre,84062,Furniture
65,3/2/2012,7666.04,-1820.84,Sonia Cooley,97701,Furniture
66,1/24/2011,14.96,-0.03,Tracy Poddar,43050,Office Supplies
67,1/24/2011,15.69,-1.59,Tracy Poddar,43050,Office Supplies
68,12/15/2012,517.93,-94.73,Jennifer Halladay,74006,Office Supplies
69,9/26/2010,1156.67,88.52,Stuart Calhoun,43123,Technology
70,2/5/2009,15260.78,8734.88,Robert Barroso,90022,Technology
71,2/5/2009,540.41,-170.98,Robert Barroso,90022,Office Supplies
72,10/30/2011,43.29,-20.69,Tony Sayre,98270,Office Supplies
73,10/30/2011,41.70,-14.56,Tony Sayre,98270,Office Supplies
74,8/20/2011,1162.40,-284.63,Brad Thomas,90805,Technology
75,7/19/2011,356.70,-48.97,Candace McMahon,78666,Furniture
76,3/4/2011,1000.78,109.33,Matt Collins,50501,Office Supplies
77,3/4/2011,543.72,-211.13,Matt Collins,50501,Office Supplies
78,12/26/2011,234.20,56.22,Darrin Martin,16602,Office Supplies
79,10/7/2012,4509.38,1426.26,Art Foster,80126,Technology
80,7/10/2011,4965.76,1198.97,Clay Rozendal,61201,Technology
81,8/17/2012,210.40,-18.96,Valerie Dominguez,32839,Office Supplies
82,5/19/2011,1309.53,19.18,Sam Craven,30344,Furniture
83,5/19/2011,806.37,-166.40,Sam Craven,30344,Office Supplies
84,4/30/2011,5437.92,-684.57,Arthur Prichep,44105,Furniture
85,8/28/2010,394.27,30.94,Carlos Soltero,60090,Office Supplies
86,8/28/2010,146.69,4.43,Carlos Soltero,60091,Furniture
87,9/20/2009,129.49,36.02,Sung Chung,42071,Office Supplies
88,9/20/2009,202.95,-50.64,Sung Chung,42071,Office Supplies
89,9/20/2009,2753.19,510.49,Sung Chung,42071,Technology
90,7/12/2012,70.24,-59.75,Ken Brennan,15146,Office Supplies
91,7/12/2012,40.75,-27.57,Ken Brennan,15146,Office Supplies
92,7/12/2012,1150.88,-911.56,Ken Brennan,15146,Office Supplies
93,8/1/2011,283.65,-29.21,Joe Elijah,72701,Office Supplies
94,1/26/2010,840.04,-131.27,Arthur Prichep,44105,Office Supplies
95,10/20/2012,262.87,-166.29,Sheri Gordon,72956,Office Supplies
96,10/20/2012,2531.09,881.68,Sheri Gordon,72956,Technology
97,6/17/2011,93.54,-54.04,Carl Jackson,60087,Office Supplies
98,6/17/2011,905.08,127.70,Carl Jackson,60087,Office Supplies
99,11/30/2012,628.22,163.81,Dave Hallsten,20746,Furniture
100,11/30/2012,3366.10,-335.32,Dave Hallsten,20746,Furniture
101,1/22/2010,4913.69,-1153.90,Tamara Chand,77506,Furniture
102,1/22/2010,464.77,29.42,Tamara Chand,77506,Office Supplies
103,3/24/2011,2781.82,-695.26,Monica Federle,60031,Office Supplies
104,4/30/2012,1679.58,-171.92,Bill Eplett,13021,Furniture
105,12/2/2009,557.85,89.45,Harold Engle,47905,Office Supplies
106,11/21/2009,173.20,-10.90,Duane Huffman,77566,Office Supplies
107,2/26/2010,228.41,-226.36,Dorothy Badders,61107,Office Supplies
108,9/8/2011,75.14,0.82,Sarah Jordon,55119,Office Supplies
109,1/1/2010,161.77,-150.37,Susan MacKendrick,34761,Office Supplies
110,1/1/2010,447.09,89.03,Susan MacKendrick,34761,Furniture
111,1/1/2010,4192.88,731.32,Susan MacKendrick,34761,Technology
112,3/1/2010,560.51,32.60,Caroline Jumper,10605,Office Supplies
113,3/1/2010,189.95,-56.68,Caroline Jumper,10605,Office Supplies
114,7/15/2011,28.01,3.46,Thomas Boland,53081,Office Supplies
115,6/1/2010,4261.94,4.15,Roy French,46321,Technology
116,6/16/2011,88.84,-38.35,Darrin Van Huff,42420,Office Supplies
117,4/16/2010,589.24,-38.35,Pamela Stobb,11572,Office Supplies
118,4/16/2010,233.05,86.93,Pamela Stobb,11572,Office Supplies
119,9/25/2010,2071.34,324.93,Helen Abelman,46410,Technology
120,12/3/2011,126.57,-752.13,Sibella Parks,97321,Office Supplies
121,3/17/2011,43.57,-19.17,Peter McVee,02471,Office Supplies
122,3/17/2011,31.87,-1.25,Peter McVee,02457,Office Supplies
123,2/17/2012,59.85,-47.41,Thais Sissman,34759,Office Supplies
124,1/4/2011,378.60,12.72,Kean Nguyen,45801,Office Supplies
125,1/4/2011,38.50,-52.14,Kean Nguyen,45801,Technology
126,7/4/2011,197.56,-119.86,Toby Swindell,37066,Furniture
127,11/23/2010,196.85,-166.85,Neola Schneider,60432,Office Supplies
128,11/23/2010,124.56,-14.33,Neola Schneider,60432,Office Supplies
129,4/18/2012,53.46,-17.58,Alice McCarthy,84118,Office Supplies
130,2/12/2009,19.32,-20.32,Olvera Toch,53142,Office Supplies
131,5/22/2009,1813.04,-164.40,Eugene Moren,80013,Technology
132,10/7/2011,125.16,-23.48,Duane Huffman,75146,Office Supplies
133,6/14/2009,65.70,13.41,Sean O'Donnell,58601,Office Supplies
134,6/8/2012,716.84,134.72,Carlos Daly,60068,Office Supplies
135,6/8/2012,1474.33,114.46,Carlos Daly,60068,Technology
136,6/19/2010,1661.04,475.54,Valerie Dominguez,32839,Office Supplies
137,11/14/2011,104.94,-34.97,David Kendrick,95070,Furniture
138,3/8/2010,1246.52,52.48,Edward Nazzal,75056,Office Supplies
139,6/2/2010,676.13,45.39,Sanjit Jacobs,21740,Technology
140,6/2/2010,7668.55,-715.78,Sanjit Jacobs,21740,Furniture
141,9/30/2009,1193.65,507.58,Karen Carlisle,01469,Office Supplies
142,7/26/2009,1925.83,359.83,Meg O'Connel,64804,Office Supplies
143,3/1/2011,1222.68,300.97,Anthony O'Donnell,66212,Office Supplies
144,3/1/2011,390.20,45.00,Anthony O'Donnell,66212,Furniture
145,10/1/2012,227.66,-100.16,Luke Foster,95928,Technology
146,10/1/2012,84.33,-64.29,Luke Foster,95928,Office Supplies
147,12/16/2009,922.39,-41.64,Phillina Ober,22601,Furniture
148,12/16/2009,79.19,13.91,Phillina Ober,22601,Office Supplies
149,8/4/2012,80.61,-4.72,Claudia Miner,62301,Office Supplies
150,9/20/2009,605.97,-22.72,Jim Kriz,45324,Furniture
151,5/5/2009,4064.05,1408.19,Mike Vittorini,48135,Office Supplies
152,5/5/2009,3213.87,-1069.72,Mike Vittorini,49505,Office Supplies
153,5/19/2011,315.02,95.16,Stefania Perrino,03301,Office Supplies
154,5/19/2011,40.02,-1.28,Stefania Perrino,02740,Office Supplies
155,5/14/2011,11230.25,-679.04,Jas O'Carroll,45385,Furniture
156,6/20/2012,90.56,-37.58,Maureen Gastineau,91911,Technology
157,6/20/2012,1634.90,502.42,Maureen Gastineau,91911,Office Supplies
158,6/20/2012,11278.18,1836.81,Maureen Gastineau,91911,Furniture
159,4/19/2009,132.07,14.00,Kelly Lampkin,75043,Office Supplies
160,5/30/2011,1815.49,782.91,Neola Schneider,60432,Furniture
161,11/25/2009,248.26,93.80,Allen Rosenblatt,62002,Office Supplies
162,9/4/2010,583.64,-179.50,Max Jones,19087,Office Supplies
163,6/2/2012,1406.15,-379.10,Hallie Redmond,97420,Furniture
164,1/5/2009,165.75,-28.46,Matt Collins,50501,Technology
165,1/5/2009,2021.15,-60.39,Matt Collins,50501,Technology
166,8/31/2009,226.10,-52.21,Sanjit Jacobs,21740,Office Supplies
167,2/19/2012,341.36,-52.48,Anthony Witt,77536,Technology
168,4/25/2010,469.44,-888.16,Jim Epp,24060,Technology
169,2/26/2009,127.33,5.30,Sean O'Donnell,58601,Office Supplies
170,2/26/2009,990.10,310.22,Sean O'Donnell,58601,Office Supplies
171,2/20/2010,1187.55,532.61,Harold Dahlen,97801,Office Supplies
172,5/20/2012,269.02,-112.00,Muhammed Yedwab,22124,Technology
173,8/21/2011,142.18,-50.14,Ed Braxton,85374,Office Supplies
174,9/18/2011,5340.50,1215.28,Stuart Calhoun,43123,Furniture
175,2/14/2012,4462.23,440.72,Sylvia Foulston,60056,Furniture
176,2/14/2012,663.78,-481.04,Sylvia Foulston,60056,Furniture
177,2/14/2012,115.10,53.13,Thea Hendricks,03038,Office Supplies
178,2/14/2012,516.65,57.10,Thea Hendricks,06903,Office Supplies
179,8/23/2012,374.78,20.03,Ionia McGrath,35020,Office Supplies
180,11/19/2012,222.91,20.21,Guy Armstrong,46203,Technology
181,4/8/2009,129.10,-59.82,Aaron Smayling,11787,Office Supplies
182,11/6/2011,3532.96,-243.60,Karl Brown,07090,Furniture
183,4/25/2012,662.16,185.21,Sung Shariari,71203,Technology
184,6/19/2009,46.46,-25.13,Craig Carroll,68046,Office Supplies
185,4/18/2012,14.68,-13.78,Lela Donovan,49455,Office Supplies
186,4/18/2012,10145.14,3724.57,Lela Donovan,48034,Office Supplies
187,4/18/2012,68.45,-57.88,Lela Donovan,48034,Office Supplies
188,2/4/2010,257.39,-121.91,Nicole Brennan,82901,Office Supplies
189,1/25/2010,494.34,-30.19,Tanja Norvell,34769,Office Supplies
190,1/10/2010,827.27,-170.87,Harold Dahlen,97801,Technology
191,2/27/2012,892.38,366.48,Emily Grady,66202,Technology
192,2/27/2012,29.41,-2.06,Emily Grady,66202,Office Supplies
193,5/31/2012,3874.12,-305.98,Sally Matthias,56001,Furniture
194,5/31/2012,1452.22,-277.29,Sally Matthias,56001,Furniture
195,5/13/2010,234.37,-144.68,Lena Creighton,19401,Office Supplies
196,5/13/2010,1000.36,229.78,Lena Creighton,19401,Technology
197,7/4/2009,3908.65,480.57,Mitch Willingham,30076,Furniture
198,9/12/2009,840.07,-83.75,Sally Matthias,56001,Office Supplies
199,5/12/2009,42.58,-7.61,Justin Knight,52722,Office Supplies
200,5/18/2011,523.42,39.42,Janet Lee,28314,Office Supplies
201,5/18/2011,192.54,-186.73,Janet Lee,28314,Office Supplies
202,5/18/2011,156.70,-76.64,Janet Lee,28314,Office Supplies
203,4/15/2012,834.90,-11.68,Jim Radford,60123,Technology
204,4/15/2012,2480.92,313.58,Jim Radford,60123,Technology
205,10/27/2012,2443.85,-120.85,Ritsa Hightower,74601,Furniture
206,6/17/2012,4789.89,421.15,Theone Pippenger,55060,Furniture
207,8/16/2010,89.34,-107.10,Corey Catlett,06033,Technology
208,8/16/2010,158.46,-130.66,Corey Catlett,06360,Office Supplies
209,8/16/2010,7180.83,487.17,Corey Catlett,06484,Furniture
210,4/26/2010,17129.97,5616.08,Frank Merwin,84074,Office Supplies
211,12/20/2009,5748.20,-459.86,Ed Jacobs,06360,Furniture
212,12/20/2009,6717.93,1717.89,Ed Jacobs,95661,Technology
213,3/12/2010,59.03,26.92,Carlos Soltero,60091,Office Supplies
214,3/12/2010,97.48,-5.77,Carlos Soltero,60091,Office Supplies
215,8/15/2011,4530.96,-993.35,Carol Darley,80134,Furniture
216,8/9/2011,726.22,52.47,Stefanie Holloman,72015,Furniture
217,12/5/2009,21717.36,8249.86,Noel Staavos,04401,Technology
218,12/5/2009,15823.27,1759.34,Noel Staavos,05401,Technology
219,12/5/2009,21.44,-13.67,Noel Staavos,06408,Office Supplies
220,12/5/2009,416.40,24.33,Noel Staavos,07631,Office Supplies
221,12/5/2009,772.24,181.98,Noel Staavos,02908,Office Supplies
222,1/9/2011,1326.09,-20.55,Shahid Shariari,48375,Office Supplies
223,1/9/2011,339.49,-74.21,Shahid Shariari,48375,Office Supplies
224,10/14/2012,2135.97,239.40,Barry Gonzalez,21234,Technology
225,8/27/2012,293.18,64.22,Maribeth Schnelling,20151,Technology
226,10/13/2010,4345.86,126.62,Harold Ryan,43081,Technology
227,2/14/2012,16.60,-20.30,Grant Thornton,03842,Office Supplies
228,6/17/2011,1297.30,149.82,Ted Trevino,78577,Technology
229,3/9/2011,511.83,-172.88,Carl Ludwig,60187,Office Supplies
230,3/9/2011,184.99,-144.55,Carl Ludwig,60187,Technology
231,8/4/2012,80.90,5.76,Don Miller,60409,Office Supplies
232,9/14/2010,2150.25,586.93,Linda Southworth,32174,Office Supplies
233,9/14/2010,448.00,27.20,Linda Southworth,32765,Office Supplies
234,12/27/2012,759.94,-226.45,Lena Radford,54915,Furniture
235,9/12/2011,133.65,56.28,Dave Poirier,91730,Office Supplies
236,9/12/2011,525.67,-147.02,Dave Poirier,91730,Technology
237,3/2/2010,303.59,-45.99,Liz MacKendrick,69101,Furniture
238,3/2/2010,191.60,-150.74,Liz MacKendrick,69101,Office Supplies
239,7/16/2010,622.82,128.88,Rick Wilson,28403,Furniture
240,2/7/2011,1225.52,-1191.13,Aleksandra Gannaway,95687,Office Supplies
241,2/7/2011,1024.29,-95.52,Aleksandra Gannaway,94591,Technology
242,2/7/2011,1348.57,19.57,Aleksandra Gannaway,94591,Office Supplies
243,8/19/2011,163.14,-62.20,Sean Christensen,54956,Office Supplies
244,5/7/2009,755.61,149.17,John Lucas,43026,Technology
245,10/17/2011,5642.18,1996.68,Nona Balk,70506,Office Supplies
246,12/29/2010,430.88,39.00,Art Ferguson,55423,Office Supplies
247,5/18/2012,2047.58,902.62,Ed Ludwig,75116,Technology
248,5/18/2012,56.61,-22.16,Ed Ludwig,75116,Furniture
249,5/6/2011,67.24,4.90,Annie Cyprus,60452,Office Supplies
250,12/23/2010,12028.23,-547.61,Carl Ludwig,60090,Technology
251,8/19/2009,857.11,285.20,Lisa Hazard,87105,Technology
252,8/19/2009,69.60,6.46,Lisa Hazard,87105,Office Supplies
253,8/19/2009,1279.51,384.20,Lisa Hazard,87105,Technology
254,3/24/2012,59.99,-13.78,Hallie Redmond,97420,Office Supplies
255,3/13/2011,46.34,-7.76,Roger Barcio,83701,Office Supplies
256,11/8/2010,370.48,-5.45,Carlos Soltero,60091,Office Supplies
257,7/11/2012,233.43,-71.90,Joni Blumstein,74012,Office Supplies
258,11/20/2012,183.41,-125.41,Deanra Eno,24281,Office Supplies
259,3/6/2009,1187.12,-127.30,Trudy Schmidt,48060,Furniture
260,3/6/2009,108.31,-52.77,Trudy Schmidt,48060,Office Supplies
261,5/4/2009,10656.26,3116.54,Becky Pak,97504,Furniture
262,5/4/2009,17.06,-5.20,Becky Pak,97504,Furniture
263,12/4/2010,38.26,-2.34,Aaron Smayling,11787,Office Supplies
264,4/15/2012,28.32,-14.35,Susan Vittorini,58554,Office Supplies
265,5/7/2009,133.04,6.73,Tom Stivers,70458,Office Supplies
266,12/1/2010,12586.19,619.71,Ken Brennan,15228,Office Supplies
267,3/19/2012,1449.30,-712.14,Alex Avila,66209,Office Supplies
268,3/19/2012,4374.69,973.16,Alex Avila,66209,Technology
269,3/19/2012,4283.24,676.13,Alex Avila,66209,Technology
270,1/12/2010,199.76,20.00,Roy Phan,98310,Office Supplies
271,9/22/2010,2415.38,-1131.60,Sung Pak,83686,Furniture
272,10/30/2010,1264.46,-1249.39,Kean Thornton,94306,Furniture
273,10/30/2010,158.25,-114.74,Kean Thornton,95969,Office Supplies
274,12/14/2009,302.36,290.31,Jeremy Ellison,77546,Furniture
275,3/25/2009,193.63,-152.52,Joe Kamberova,19057,Office Supplies
276,3/25/2009,64.29,-18.85,Joe Kamberova,19057,Office Supplies
277,5/29/2009,41.25,-23.25,Mitch Willingham,30076,Office Supplies
278,1/17/2009,7871.91,541.47,Benjamin Venier,02910,Office Supplies
279,3/4/2012,909.82,292.49,Brian Moss,42104,Technology
280,3/4/2012,1874.37,67.84,Brian Moss,67212,Furniture
281,3/15/2009,7287.55,-715.78,Alejandro Grove,44708,Furniture
282,11/29/2010,137.64,19.59,Sam Zeldin,43068,Office Supplies
283,9/1/2009,15464.01,4407.44,Katherine Murray,02806,Technology
284,9/1/2009,11.35,-7.96,Katherine Murray,07036,Office Supplies
285,10/5/2011,122.14,-16.99,Paul Knutson,08871,Office Supplies
286,9/6/2012,3491.06,921.70,Barry Franz,15122,Furniture
287,9/6/2012,14383.83,5050.10,Barry Franz,15122,Technology
288,6/20/2010,213.75,-188.77,Sandra Glassco,58501,Technology
289,3/14/2012,186.44,-157.18,Alan Hwang,77642,Office Supplies
290,5/5/2012,294.89,-321.84,Sam Craven,30809,Technology
291,5/5/2012,246.57,-132.51,Sam Craven,30809,Office Supplies
292,11/14/2010,3752.61,637.93,Deanra Eno,24281,Office Supplies
293,11/14/2010,548.36,78.63,Deanra Eno,24281,Office Supplies
294,6/1/2009,44.46,5.27,James Galang,22304,Office Supplies
295,6/1/2009,542.11,-14.76,James Galang,22304,Office Supplies
296,4/12/2012,107.93,-68.14,Rob Lucas,90022,Office Supplies
297,2/6/2011,19342.84,5603.95,Todd Boyes,53590,Furniture
298,2/6/2011,771.78,-449.53,Todd Boyes,53590,Technology
299,6/7/2012,343.78,-246.51,Katrina Willman,20190,Office Supplies
300,6/7/2012,826.09,215.86,Katrina Willman,20190,Furniture
301,9/3/2010,66.41,-32.35,Nora Paige,94509,Office Supplies
302,3/16/2010,692.73,94.97,Andy Reiter,04092,Office Supplies
303,10/18/2009,1411.58,699.31,Brian Moss,42104,Office Supplies
304,10/18/2009,2115.24,371.41,Brian Moss,42104,Technology
305,10/18/2009,1246.68,218.48,Brian Moss,41011,Furniture
306,3/28/2009,5945.37,1585.48,Jonathan Doherty,28052,Technology
307,9/13/2012,6111.17,1663.08,Todd Boyes,53590,Technology
308,9/13/2012,113.71,41.70,Todd Boyes,54880,Office Supplies
309,9/5/2012,605.10,92.81,Hallie Redmond,63135,Office Supplies
310,3/12/2010,43.56,21.21,Lori Olson,35904,Furniture
311,6/2/2009,3905.75,55.30,Vivian Mathis,21113,Furniture
312,9/12/2011,102.56,36.62,Kelly Lampkin,75043,Office Supplies
313,9/12/2011,15.87,2.53,Kelly Lampkin,78626,Office Supplies
314,4/30/2011,82.06,-26.99,Jack O'Briant,55125,Office Supplies
315,4/30/2011,23281.05,9097.65,Jack O'Briant,55125,Technology
316,7/9/2012,9418.73,2245.24,Pete Armstrong,74055,Furniture
317,7/9/2012,5.68,-1.82,Pete Armstrong,74055,Office Supplies
318,7/9/2012,174.59,25.88,Pete Armstrong,74055,Office Supplies
319,7/9/2012,1265.50,-161.12,Pete Armstrong,74055,Technology
320,6/29/2009,1651.09,-2.38,Vivian Mathis,21113,Technology
321,6/29/2009,95.89,-46.31,Vivian Mathis,21113,Office Supplies
322,6/29/2009,80.38,-71.11,Vivian Mathis,21113,Office Supplies
323,1/14/2010,40.31,-32.27,Sam Zeldin,43068,Office Supplies
324,3/5/2012,186.02,16.48,Sarah Brown,38401,Furniture
325,3/5/2012,142.44,-22.12,Sarah Brown,38401,Office Supplies
326,5/10/2010,967.78,369.33,Sarah Brown,38401,Office Supplies
327,1/8/2010,88.61,21.47,Elpida Rittenbach,19711,Office Supplies
328,8/1/2012,21134.71,-4266.09,Clay Cheatham,98661,Technology
329,4/12/2010,7680.29,-513.79,Grant Donatelli,25314,Furniture
330,10/21/2012,278.00,41.67,Grant Carroll,60014,Office Supplies
331,1/1/2011,66.54,-46.03,Don Miller,60409,Technology
332,1/1/2011,845.32,33.67,Don Miller,60409,Office Supplies
333,2/22/2010,4577.18,205.83,Rob Haberlin,50158,Furniture
334,2/22/2010,845.90,52.53,Rob Haberlin,50158,Office Supplies
335,1/25/2010,3116.47,-1578.26,Maribeth Dona,81301,Furniture
336,1/25/2010,12.41,-9.08,Maribeth Dona,81301,Office Supplies
337,1/25/2010,1382.80,141.31,Maribeth Dona,07506,Office Supplies
338,7/25/2011,113.50,-46.35,Liz Thompson,65203,Office Supplies
339,6/28/2010,182.33,40.85,Carol Adams,21133,Office Supplies
340,9/3/2011,27.01,-1.30,Eric Barreto,92646,Office Supplies
341,5/1/2011,1324.09,94.96,Fred Harton,80906,Furniture
342,12/14/2010,1634.98,-120.45,Jennifer Braxton,47374,Office Supplies
343,5/29/2010,157.49,-58.25,Sara Luxemburg,92243,Office Supplies
344,8/19/2010,508.73,-229.67,Sally Hughsby,44070,Office Supplies
345,1/16/2009,679.60,-85.76,Sanjit Jacobs,20707,Furniture
346,1/16/2009,257.42,59.18,Sanjit Jacobs,20707,Office Supplies
347,3/11/2009,317.59,-46.12,Craig Carroll,68046,Office Supplies
348,10/28/2010,78.17,-72.70,Vivek Gonzalez,20906,Office Supplies
349,8/21/2009,24105.87,4073.25,Cari Sayre,84062,Technology
350,9/10/2011,330.21,83.24,Adam Hart,92653,Office Supplies
351,7/14/2010,278.68,8.90,Andrew Allen,80525,Office Supplies
352,7/14/2010,717.47,316.48,Andrew Allen,80525,Technology
353,6/23/2011,1082.45,271.87,Rob Haberlin,50158,Technology
354,3/5/2009,2553.84,553.70,Quincy Jones,35401,Furniture
355,7/15/2011,4147.47,586.61,Caroline Jumper,10605,Technology
356,8/26/2012,3629.12,636.03,Michael Moore,32137,Technology
357,8/14/2012,22.56,-25.56,Bobby Elias,93405,Office Supplies
358,6/19/2010,91.15,-71.54,Maria Zettner,97068,Office Supplies
359,6/19/2010,171.48,66.13,Maria Zettner,97068,Office Supplies
360,6/19/2010,162.15,-73.74,Maria Zettner,97068,Technology
361,3/20/2009,23.46,4.58,Rob Haberlin,50158,Office Supplies
362,10/10/2011,282.07,140.01,Alan Barnes,62701,Office Supplies
363,10/10/2011,426.04,-78.96,Alan Barnes,62701,Technology
364,5/24/2010,82.72,-29.71,Roland Fjeld,92020,Technology
365,9/4/2012,731.22,-84.07,Harold Ryan,43081,Technology
366,9/4/2012,114.14,-65.62,Harold Ryan,43081,Office Supplies
367,7/31/2012,64.82,-32.03,Cindy Chapman,85737,Technology
368,7/31/2012,77.60,-37.07,Cindy Chapman,85737,Office Supplies
369,7/31/2012,821.18,308.63,Cindy Chapman,85737,Office Supplies
370,11/18/2010,31.77,8.34,Brenda Bowman,39180,Office Supplies
371,11/18/2010,208.05,46.01,Brenda Bowman,39180,Office Supplies
372,9/3/2010,2004.12,276.68,John Dryer,30062,Office Supplies
373,9/3/2010,3841.72,691.13,John Dryer,30062,Furniture
374,12/13/2011,11764.25,2322.44,Art Miller,80232,Furniture
375,12/13/2011,25.17,5.88,Art Miller,80232,Furniture
376,12/13/2011,208.47,-125.60,Art Miller,80122,Office Supplies
377,9/7/2011,48.37,18.02,Christine Kargatis,68046,Office Supplies
378,10/21/2010,34.59,-60.13,Eileen Kiefer,75165,Office Supplies
379,10/21/2010,5029.22,-752.83,Eileen Kiefer,75165,Furniture
380,10/23/2012,146.51,37.14,Patrick Ryan,32708,Office Supplies
381,9/23/2010,1078.49,252.66,Jack Garza,60478,Technology
382,5/3/2010,523.11,-214.53,Nathan Cano,55343,Furniture
383,5/3/2010,913.41,237.14,Nathan Cano,55343,Technology
384,10/16/2011,8316.76,2108.80,Troy Blackwell,34741,Office Supplies
385,10/16/2011,2143.22,464.36,Troy Blackwell,34741,Technology
386,9/22/2011,229.51,-189.33,Bill Shonely,95240,Office Supplies
387,9/22/2011,473.00,-185.80,Bill Shonely,95240,Office Supplies
388,12/17/2010,881.65,41.27,Alice McCarthy,84118,Office Supplies
389,1/23/2012,2080.04,844.90,Thais Sissman,34759,Technology
390,1/23/2012,145.42,-98.46,Thais Sissman,33068,Technology
391,1/23/2012,1559.44,61.24,Thais Sissman,33068,Technology
392,4/29/2012,3363.14,98.75,Ted Trevino,78577,Furniture
393,6/7/2010,2051.02,483.97,Christopher Martinez,48195,Technology
394,4/8/2009,1895.55,807.62,Jay Fine,01748,Technology
395,5/20/2009,2178.43,396.97,Dave Poirier,91730,Technology
